timestamp,value
2013-01-26,1146.6000000000001
2013-01-27,585.9
2013-01-28,571.5
2013-01-29,681.3000000000001
2013-01-30,468.0
2013-01-31,656.1
2013-02-01,899.1
2013-02-02,1341.0
2013-02-03,405.0
2013-02-04,414.0
2013-02-05,1152.9
2013-02-06,718.2
2013-02-07,694.8000000000001
2013-02-08,999.9
2013-02-09,1476.0
2013-02-10,683.1
2013-02-11,637.2
2013-02-12,892.8000000000001
2013-02-13,905.4
2013-02-14,1044.0
2013-02-15,1098.0
2013-02-16,1159.2
2013-02-17,631.8000000000001
2013-02-18,819.9
2013-02-19,542.7
2013-02-20,648.9
2013-02-21,714.6
2013-02-22,1042.2
2013-02-23,1689.3
2013-02-24,603.0
2013-02-25,595.8000000000001
2013-02-26,442.8
2013-02-27,701.1
2013-02-28,764.1
2013-03-01,1114.2
2013-03-02,1219.5
2013-03-03,652.5
2013-03-04,534.6
2013-03-05,922.5
2013-03-06,499.5
2013-03-07,743.4
2013-03-08,1094.4
2013-03-09,1341.0
2013-03-10,585.9
2013-03-11,486.90000000000003
2013-03-12,541.8000000000001
2013-03-13,788.4
2013-03-14,981.9
2013-03-15,1022.4
2013-03-16,1326.6000000000001
2013-03-17,509.40000000000003
2013-03-18,531.0
2013-03-19,590.4
2013-03-20,1159.2
2013-03-21,633.6
2013-03-22,1279.8
2013-03-23,1643.4
2013-03-24,465.3
2013-03-25,648.0
2013-03-26,788.4
2013-03-27,900.9
2013-03-28,925.2
2013-03-29,1643.4
2013-03-30,2056.5
2013-04-01,549.9
2013-04-02,1056.6000000000001
2013-04-03,841.5
2013-04-04,663.3000000000001
2013-04-05,1269.9
2013-04-06,1426.5
2013-04-07,528.3000000000001
2013-04-08,506.7
2013-04-09,925.2
2013-04-10,1051.2
2013-04-11,990.0
2013-04-12,1459.8
